"domain_rank"	"spam_score"	"replies_count"	"participants_count"	"likes"	"comments"	"type"
"133"	0.187810983086574	0	0	1	0	0	"bs"
"134"	0.187810983086574	0	0	1	0	0	"bs"
"135"	0.187810983086574	0	0	1	0	0	"bs"
"136"	0.376584683671298	0	0	1	0	0	"conspiracy"
"137"	0.376584683671298	0	0	1	0	0	"conspiracy"
"138"	0.376584683671298	0	0	1	0	0	"conspiracy"
"139"	0.376584683671298	0	0	1	0	0	"conspiracy"
"140"	0.376584683671298	0	0	1	0	0	"conspiracy"
"141"	0.376584683671298	0	0	1	0	0	"conspiracy"
"142"	0.376584683671298	0	0	1	0	0	"conspiracy"
"143"	0.376584683671298	0	0	1	0	0	"conspiracy"
"144"	0.376584683671298	0	0	1	0	0	"conspiracy"
"145"	0.376584683671298	0	0	1	0	0	"conspiracy"
"146"	0.376584683671298	0	0	1	0	0	"conspiracy"
"147"	0.376584683671298	0	0	1	0	0	"conspiracy"
"148"	0.376584683671298	0	0	1	0	0	"conspiracy"
"149"	0.376584683671298	0	0	1	0	0	"conspiracy"
"150"	0.376584683671298	0	0	1	0	0	"conspiracy"
"151"	0.376584683671298	0	0	1	0	0	"conspiracy"
"152"	0.376584683671298	0	0	1	0	0	"conspiracy"
"153"	0.376584683671298	0	0	1	0	0	"conspiracy"
"154"	0.376584683671298	0	0	1	0	0	"conspiracy"
"155"	0.376584683671298	0	0	1	0	0	"conspiracy"
"156"	0.376584683671298	0	0	1	0	0	"conspiracy"
"157"	0.376584683671298	0	0	1	0	0	"conspiracy"
"158"	0.376584683671298	0	0	1	0	0	"conspiracy"
"159"	0.376584683671298	0	0	1	0	0	"conspiracy"
"160"	0.376584683671298	0	0	1	0	0	"conspiracy"
"161"	0.376584683671298	0	0	1	0	0	"conspiracy"
"162"	0.376584683671298	0	0	1	0	0	"conspiracy"
"163"	0.376584683671298	0	0	1	0	0	"conspiracy"
"164"	0.376584683671298	0	0	1	0	0	"conspiracy"
"165"	0.376584683671298	0	0	1	0	0	"conspiracy"
"166"	0.376584683671298	0	0	1	0	0	"conspiracy"
"167"	0.376584683671298	0	0	1	0	0	"conspiracy"
"168"	0.376584683671298	0	0	1	0	0	"conspiracy"
"169"	0.376584683671298	0	0	1	0	0	"conspiracy"
"170"	0.376584683671298	0	0	1	0	0	"conspiracy"
"171"	0.376584683671298	0	0	1	0	0	"conspiracy"
"172"	0.376584683671298	0	0	1	0	0	"conspiracy"
"173"	0.376584683671298	0	0	1	0	0	"conspiracy"
"174"	0.376584683671298	0	0	1	0	0	"conspiracy"
"175"	0.376584683671298	0	0	1	0	0	"conspiracy"
"176"	0.376584683671298	0	0	1	0	0	"conspiracy"
"177"	0.376584683671298	0	0	1	0	0	"conspiracy"
"178"	0.376584683671298	0	0	1	0	0	"conspiracy"
"179"	0.376584683671298	0	0	1	0	0	"conspiracy"
"180"	0.376584683671298	0	0	1	0	0	"conspiracy"
"181"	0.376584683671298	0	0	1	0	0	"conspiracy"
"182"	0.376584683671298	0	0	1	0	0	"conspiracy"
"183"	0.376584683671298	0	0	1	0	0	"conspiracy"
"184"	0.376584683671298	0	0	1	0	0	"conspiracy"
"185"	0.376584683671298	0	0	1	0	0	"conspiracy"
"186"	0.376584683671298	0	0	1	0	0	"conspiracy"
"187"	0.376584683671298	0	0	1	0	0	"conspiracy"
"188"	0.376584683671298	0	0	1	0	0	"conspiracy"
"189"	0.376584683671298	0	0	1	0	0	"conspiracy"
"190"	0.376584683671298	0	0	1	0	0	"conspiracy"
"191"	0.376584683671298	0	0	1	0	0	"conspiracy"
"192"	0.376584683671298	0	0	1	0	0	"conspiracy"
"193"	0.376584683671298	0	0	1	0	0	"conspiracy"
"194"	0.376584683671298	0	0	1	0	0	"conspiracy"
"195"	0.376584683671298	0	0	1	0	0	"conspiracy"
"196"	0.376584683671298	0	0	1	0	0	"conspiracy"
"197"	0.376584683671298	0	0	1	0	0	"conspiracy"
"198"	0.376584683671298	0	0	1	0	0	"conspiracy"
"199"	0.376584683671298	0	0	1	0	0	"conspiracy"
"200"	0.376584683671298	0	0	1	0	0	"conspiracy"
"201"	0.376584683671298	0	0	1	0	0	"conspiracy"
"202"	0.376584683671298	0	0	1	0	0	"conspiracy"
"203"	0.376584683671298	0	0	1	0	0	"conspiracy"
"204"	0.376584683671298	0	0	1	0	0	"conspiracy"
"205"	0.376584683671298	0	0	1	0	0	"conspiracy"
"206"	0.376584683671298	0	0	1	0	0	"conspiracy"
"207"	0.376584683671298	0	0	1	0	0	"conspiracy"
"208"	0.376584683671298	0	0	1	0	0	"conspiracy"
"209"	0.376584683671298	0.029	0	0	0	0	"conspiracy"
"210"	0.376584683671298	0	0	1	0	0	"conspiracy"
"211"	0.376584683671298	0	0	1	0	0	"conspiracy"
"212"	0.376584683671298	0	0	1	0	0	"conspiracy"
"213"	0.376584683671298	0	0	1	0	0	"conspiracy"
"214"	0.376584683671298	0	0	1	0	0	"conspiracy"
"215"	0.376584683671298	0	0	1	0	0	"conspiracy"
"216"	0.376584683671298	0	0	1	0	0	"conspiracy"
"217"	0.376584683671298	0	0	1	0	0	"conspiracy"
"218"	0.376584683671298	0	0	1	0	0	"conspiracy"
"219"	0.376584683671298	0	0	1	0	0	"conspiracy"
"220"	0.376584683671298	0	0	1	0	0	"conspiracy"
"221"	0.376584683671298	0	0	1	0	0	"conspiracy"
"222"	0.376584683671298	0	0	1	0	0	"conspiracy"
"223"	0.376584683671298	0	0	1	0	0	"conspiracy"
"224"	0.376584683671298	0	0	1	0	0	"conspiracy"
"225"	0.376584683671298	0	0	1	0	0	"conspiracy"
"226"	0.376584683671298	0	0	1	0	0	"conspiracy"
"227"	0.376584683671298	0	0	1	0	0	"conspiracy"
"228"	0.376584683671298	0	0	1	0	0	"conspiracy"
"229"	0.376584683671298	0	0	1	0	0	"conspiracy"
"230"	0.376584683671298	0	0	1	0	0	"conspiracy"
"231"	0.376584683671298	0	0	1	0	0	"conspiracy"
"232"	0.376584683671298	0	0	1	0	0	"conspiracy"
"233"	0.376584683671298	0	0	1	0	0	"conspiracy"
"234"	0.376584683671298	0	0	1	0	0	"conspiracy"
"235"	0.376584683671298	0	0	1	0	0	"conspiracy"
"236"	0.0584926884139483	0.096	0	0	0	0	"bias"
"237"	0.0584926884139483	0	0	0	3	0	"bias"
"238"	0.0584926884139483	0	0	0	1	0	"bias"
"239"	0.0584926884139483	0.033	0	0	0	0	"bias"
"240"	0.0584926884139483	0.001	0	0	0	0	"bias"
"241"	0.0584926884139483	0.02	0	0	0	0	"bias"
"242"	0.0584926884139483	0.039	0	0	4	0	"bias"
"243"	0.0584926884139483	0	0	0	4	1	"bias"
"244"	0.0584926884139483	0	0	0	0	0	"bias"
"245"	0.0584926884139483	0.435	0	0	0	0	"bias"
"246"	0.0584926884139483	0	0	0	0	0	"bias"
"247"	0.0584926884139483	0	0	0	7	0	"bias"
"248"	0.0584926884139483	0	0	0	8	0	"bias"
"249"	0.0584926884139483	0	0	0	2	0	"bias"
"250"	0.0584926884139483	0	0	0	0	0	"bias"
"251"	0.0584926884139483	0	0	0	0	0	"bias"
"252"	0.0584926884139483	0	0	0	0	0	"bias"
"253"	0.0584926884139483	0	0	0	0	0	"bias"
"254"	0.0584926884139483	0	0	0	0	0	"bias"
"255"	0.0584926884139483	0	0	0	0	0	"bias"
"256"	0.794424345605448	0	0	1	0	0	"bs"
"257"	0.261879427233758	0.008	0	0	0	0	"bs"
"258"	0.261879427233758	0.012	0	0	0	0	"bs"
"259"	0.0378398646115182	0.052	0	0	0	0	"bs"
"260"	0.0378398646115182	0.059	0	0	0	0	"bs"
"261"	0.0378398646115182	0.109	0	0	0	0	"bs"
"262"	0.955046159770569	0	0	1	0	0	"bs"
"263"	0.955046159770569	0	0	1	0	0	"bs"
"264"	0.955046159770569	0	0	1	0	0	"bs"
"265"	0.955046159770569	0	0	1	0	0	"bs"
"266"	0.955046159770569	0	0	1	0	0	"bs"
"267"	0.955046159770569	0	0	1	0	0	"bs"
"268"	0.955046159770569	0	0	1	0	0	"bs"
"269"	0.955046159770569	0	0	1	0	0	"bs"
"270"	0.955046159770569	0	0	1	0	0	"bs"
"271"	0.955046159770569	0	0	1	0	0	"bs"
"272"	0.955046159770569	0	0	1	0	0	"bs"
"273"	0.955046159770569	0	0	1	0	0	"bs"
"274"	0.955046159770569	0	0	1	0	0	"bs"
"275"	0.955046159770569	0	0	1	0	0	"bs"
"276"	0.955046159770569	0	0	1	0	0	"bs"
"277"	0.955046159770569	0	0	1	0	0	"bs"
"278"	0.955046159770569	0	0	1	0	0	"bs"
"279"	0.955046159770569	0	0	1	0	0	"bs"
"280"	0.955046159770569	0	0	1	0	0	"bs"
"281"	0.955046159770569	0	0	1	0	0	"bs"
"282"	0.955046159770569	0	0	1	0	0	"bs"
"283"	0.955046159770569	0	0	0	0	0	"bs"
"284"	0.955046159770569	0	0	1	0	0	"bs"
"285"	0.955046159770569	0	0	1	0	0	"bs"
"286"	0.955046159770569	0	0	1	0	0	"bs"
"287"	0.955046159770569	0	0	1	0	0	"bs"
"288"	0.955046159770569	0	0	1	0	0	"bs"
"289"	0.955046159770569	0	0	1	0	0	"bs"
"290"	0.955046159770569	0	0	1	0	0	"bs"
"291"	0.955046159770569	0	0	1	0	0	"bs"
"292"	0.955046159770569	0	0	1	0	0	"bs"
"293"	0.955046159770569	0	0	1	0	0	"bs"
"294"	0.955046159770569	0	0	1	0	0	"bs"
"295"	0.955046159770569	0	0	1	0	0	"bs"
"296"	0.955046159770569	0	0	1	0	0	"bs"
"297"	0.955046159770569	0	0	1	0	0	"bs"
"298"	0.955046159770569	0	0	1	0	0	"bs"
"299"	0.955046159770569	0	0	1	0	0	"bs"
"300"	0.955046159770569	0	0	1	0	0	"bs"
"301"	0.955046159770569	0	0	1	0	0	"bs"
"302"	0.955046159770569	0	0	1	0	0	"bs"
"303"	0.955046159770569	0	0	1	0	0	"bs"
"304"	0.955046159770569	0	0	1	0	0	"bs"
"305"	0.955046159770569	0	0	1	0	0	"bs"
"306"	0.955046159770569	0	0	1	0	0	"bs"
"307"	0.955046159770569	0	0	1	0	0	"bs"
"308"	0.955046159770569	0	0	1	0	0	"bs"
"309"	0.955046159770569	0	0	1	0	0	"bs"
"310"	0.955046159770569	0	0	1	0	0	"bs"
"311"	0.955046159770569	0	0	1	0	0	"bs"
"312"	0.955046159770569	0	0	1	0	0	"bs"
"313"	0.955046159770569	0	0	1	0	0	"bs"
"314"	0.955046159770569	0	0	1	0	0	"bs"
"315"	0.955046159770569	0	0	1	0	0	"bs"
"316"	0.955046159770569	0	0	1	0	0	"bs"
"317"	0.955046159770569	0	0	1	0	0	"bs"
"318"	0.955046159770569	0	0	1	0	0	"bs"
"319"	0.955046159770569	0	0	1	0	0	"bs"
"320"	0.955046159770569	0	0	1	0	0	"bs"
"321"	0.955046159770569	0	0	1	0	0	"bs"
"322"	0.955046159770569	0	0	1	0	0	"bs"
"323"	0.955046159770569	0	0	1	0	0	"bs"
"324"	0.955046159770569	0	0	1	0	0	"bs"
"325"	0.955046159770569	0	0	1	0	0	"bs"
"326"	0.955046159770569	0	0	1	0	0	"bs"
"327"	0.955046159770569	0	0	1	0	0	"bs"
"328"	0.955046159770569	0	0	1	0	0	"bs"
"329"	0.955046159770569	0	0	1	0	0	"bs"
"330"	0.955046159770569	0	0	1	0	0	"bs"
"331"	0.955046159770569	0	0	1	0	0	"bs"
"332"	0.955046159770569	0	0	1	0	0	"bs"
"333"	0.955046159770569	0	0	1	0	0	"bs"
"334"	0.955046159770569	0	0	1	0	0	"bs"
"335"	0.955046159770569	0	0	1	0	0	"bs"
"336"	0.955046159770569	0	0	1	0	0	"bs"
"337"	0.955046159770569	0	0	1	0	0	"bs"
"338"	0.955046159770569	0	0	1	0	0	"bs"
"339"	0.955046159770569	0	0	1	0	0	"bs"
"340"	0.955046159770569	0	0	1	0	0	"bs"
"341"	0.955046159770569	0	0	1	0	0	"bs"
"342"	0.955046159770569	0	0	1	0	0	"bs"
"343"	0.955046159770569	0	0	1	0	0	"bs"
"344"	0.955046159770569	0	0	1	0	0	"bs"
"345"	0.955046159770569	0	0	1	0	0	"bs"
"346"	0.955046159770569	0	0	1	0	0	"bs"
"347"	0.955046159770569	0	0	1	0	0	"bs"
"348"	0.955046159770569	0	0	1	0	0	"bs"
"349"	0.955046159770569	0	0	1	0	0	"bs"
"350"	0.955046159770569	0	0	1	0	0	"bs"
"351"	0.955046159770569	0	0	1	0	0	"bs"
"352"	0.955046159770569	0	0	1	0	0	"bs"
"353"	0.955046159770569	0	0	1	0	0	"bs"
"354"	0.955046159770569	0	0	1	0	0	"bs"
"355"	0.955046159770569	0	0	1	0	0	"bs"
"356"	0.955046159770569	0	0	1	0	0	"bs"
"357"	0.955046159770569	0	0	1	0	0	"bs"
"358"	0.955046159770569	0	0	1	0	0	"bs"
"359"	0.955046159770569	0	0	1	0	0	"bs"
"360"	0.955046159770569	0	0	1	0	0	"bs"
"361"	0.955046159770569	0	0	1	0	0	"bs"
"362"	0.427243891810821	0.048	0	0	0	0	"bs"
"363"	0.427243891810821	0	0	0	0	0	"bs"
"364"	0.427243891810821	0	0	0	0	0	"bs"
"365"	0.427243891810821	0	0	0	0	0	"bs"
"366"	0.131669352141793	0	20	19	0	0	"bs"
"367"	0.131669352141793	0	20	19	0	0	"bs"
"368"	0.131669352141793	0	20	19	0	0	"bs"
"369"	0.131669352141793	0.009	0	1	0	0	"bs"
"370"	0.131669352141793	0	0	1	0	0	"bs"
"371"	0.131669352141793	0	12	13	0	0	"bs"
"372"	0.131669352141793	0	12	13	0	0	"bs"
"373"	0.131669352141793	0	12	13	0	0	"bs"
"374"	0.131669352141793	0	12	13	0	0	"bs"
"375"	0.131669352141793	0	12	13	0	0	"bs"
"376"	0.131669352141793	0	12	13	0	0	"bs"
"377"	0.131669352141793	0	12	13	0	0	"bs"
"378"	0.131669352141793	0	12	13	0	0	"bs"
"379"	0.131669352141793	0	12	13	0	0	"bs"
"380"	0.131669352141793	0	12	13	0	0	"bs"
"381"	0.131669352141793	0	0	1	0	0	"bs"
"382"	0.131669352141793	0	0	1	416	0	"bs"
"383"	0.131669352141793	0	0	1	0	0	"bs"
"384"	0.131669352141793	0.11	2	3	0	0	"bs"
"385"	0.131669352141793	0.11	2	3	0	0	"bs"
"386"	0.131669352141793	0	0	1	0	0	"bs"
"387"	0.131669352141793	0.034	0	1	0	0	"bs"
"388"	0.131669352141793	0.294	0	1	0	0	"bs"
"389"	0.131669352141793	0	2	3	0	0	"bs"
"390"	0.131669352141793	0	1	2	0	0	"bs"
"391"	0.131669352141793	0	0	1	0	0	"bs"
"392"	0.131669352141793	0.002	2	3	0	0	"bs"
"393"	0.131669352141793	0.006	3	4	0	0	"bs"
"394"	0.131669352141793	0.299	1	2	0	0	"bs"
"395"	0.131669352141793	0	21	20	0	0	"bs"
"396"	0.131669352141793	0.022	0	1	0	0	"bs"
"397"	0.131669352141793	0	2	3	0	0	"bs"
"398"	0.131669352141793	0.009	1	2	0	0	"bs"
"399"	0.131669352141793	0	1	2	0	0	"bs"
"400"	0.131669352141793	0	0	1	0	0	"bs"
"401"	0.131669352141793	0	18	18	0	0	"bs"
"402"	0.131669352141793	0	18	18	0	0	"bs"
"403"	0.131669352141793	0	18	18	0	0	"bs"
"404"	0.131669352141793	0	18	18	0	0	"bs"
"405"	0.131669352141793	0	18	18	0	0	"bs"
"406"	0.131669352141793	0	18	18	0	0	"bs"
"407"	0.131669352141793	0	0	1	0	0	"bs"
"408"	0.131669352141793	0	0	1	0	0	"bs"
"409"	0.131669352141793	0	4	4	0	0	"bs"
"410"	0.131669352141793	0	0	1	0	0	"bs"
"411"	0.131669352141793	0	2	2	0	0	"bs"
"412"	0.131669352141793	0	2	2	0	0	"bs"
"413"	0.131669352141793	0.966	2	3	0	0	"bs"
"414"	0.131669352141793	0.966	2	3	0	0	"bs"
"415"	0.131669352141793	0.966	2	3	0	0	"bs"
"416"	0.131669352141793	0.294	2	2	0	0	"bs"
"417"	0.131669352141793	0.294	2	2	0	0	"bs"
"418"	0.131669352141793	0	1	2	0	0	"bs"
"419"	0.131669352141793	0.001	0	1	0	0	"bs"
"420"	0.131669352141793	0	2	3	0	0	"bs"
"421"	0.131669352141793	0	3	4	0	0	"bs"
"422"	0.131669352141793	0.01	0	1	0	0	"bs"
"423"	0.131669352141793	0	0	1	0	0	"bs"
"424"	0.131669352141793	0.966	3	4	0	0	"bs"
"425"	0.131669352141793	0	0	1	0	0	"bs"
"426"	0.131669352141793	0.017	0	1	0	0	"bs"
"427"	0.131669352141793	0	0	1	0	0	"bs"
"428"	0.131669352141793	0.181	0	1	3	0	"bs"
"429"	0.131669352141793	0.006	0	1	258	0	"bs"
"430"	0.131669352141793	0.022	2	3	0	0	"bs"
"431"	0.131669352141793	0.022	2	3	0	0	"bs"
"432"	0.131669352141793	0.062	0	1	0	0	"bs"
"433"	0.131669352141793	0.077	0	1	0	0	"bs"
"434"	0.131669352141793	0	1	2	0	0	"bs"
"435"	0.131669352141793	0	0	1	0	0	"bs"
"436"	0.131669352141793	0	1	2	0	0	"bs"
"437"	0.131669352141793	0.59	0	1	856	0	"bs"
"438"	0.131669352141793	0.966	5	6	0	0	"bs"
"439"	0.131669352141793	0.966	5	6	0	0	"bs"
"440"	0.131669352141793	0	3	4	0	0	"bs"
"441"	0.131669352141793	0.002	3	4	0	0	"bs"
"442"	0.131669352141793	0	0	1	967	0	"bs"
"443"	0.131669352141793	0.024	0	1	0	0	"bs"
"444"	0.131669352141793	0	0	1	3	0	"bs"
"445"	0.131669352141793	0.001	0	1	2	0	"bs"
"446"	0.131669352141793	0	0	1	12	0	"bs"
"447"	0.131669352141793	0	0	1	828	0	"bs"
"448"	0.131669352141793	0	1	2	0	0	"bs"
"449"	0.131669352141793	0.007	0	1	0	0	"bs"
"450"	0.131669352141793	0	0	1	0	0	"bs"
"451"	0.131669352141793	0.689	0	1	3	0	"bs"
"452"	0.131669352141793	0.006	1	2	0	0	"bs"
"453"	0.131669352141793	0	12	13	0	0	"bs"
"454"	0.131669352141793	0	0	1	0	0	"bs"
"455"	0.131669352141793	0.001	0	1	0	0	"bs"
"456"	0.131669352141793	0.024	1	2	0	0	"bs"
"457"	0.131669352141793	0.002	0	1	0	0	"bs"
"458"	0.131669352141793	0	21	18	0	0	"bs"
"459"	0.131669352141793	0	21	18	0	0	"bs"
"460"	0.131669352141793	0	21	18	0	0	"bs"
"461"	0.131669352141793	0	2	3	0	0	"bs"
"462"	0.131669352141793	0	1	2	0	0	"bs"
"463"	0.131669352141793	0.007	1	2	0	0	"bs"
"464"	0.131669352141793	0.966	6	7	0	0	"bs"
"465"	0.131669352141793	0	0	1	0	0	"bs"
"466"	0.496144063073197	0	0	1	0	0	"bs"
"467"	0.496144063073197	0	0	1	0	0	"bs"
"468"	0.496144063073197	0	0	1	0	0	"bs"
"469"	0.496144063073197	0	0	1	0	0	"bs"
"470"	0.496144063073197	0	0	1	0	0	"bs"
"471"	0.496144063073197	0	0	1	0	0	"bs"
"472"	0.496144063073197	0	0	1	0	0	"bs"
"473"	0.496144063073197	0	0	1	0	0	"bs"
"474"	0.496144063073197	0	0	1	0	0	"bs"
"475"	0.496144063073197	0	0	1	0	0	"bs"
"476"	0.496144063073197	0	0	1	0	0	"bs"
"477"	0.496144063073197	0	0	1	0	0	"bs"
"478"	0.496144063073197	0	0	1	0	0	"bs"
"479"	0.496144063073197	0	0	1	0	0	"bs"
"480"	0.496144063073197	0	0	1	0	0	"bs"
"481"	0.496144063073197	0	0	1	0	0	"bs"
"482"	0.496144063073197	0	0	1	0	0	"bs"
"483"	0.496144063073197	0	0	1	0	0	"bs"
"484"	0.496144063073197	0	0	1	0	0	"bs"
"485"	0.496144063073197	0	0	1	0	0	"bs"
"486"	0.496144063073197	0	0	1	0	0	"bs"
"487"	0.496144063073197	0	0	1	0	0	"bs"
"488"	0.496144063073197	0	0	1	0	0	"bs"
"489"	0.496144063073197	0	0	1	0	0	"bs"
"490"	0.496144063073197	0	0	1	0	0	"bs"
"491"	0.496144063073197	0	0	1	0	0	"bs"
"492"	0.496144063073197	0	0	1	0	0	"bs"
"493"	0.496144063073197	0	0	1	0	0	"bs"
"494"	0.496144063073197	0	0	1	0	0	"bs"
"495"	0.496144063073197	0	0	1	0	0	"bs"
"496"	0.496144063073197	0	0	1	0	0	"bs"
"497"	0.496144063073197	0	0	1	0	0	"bs"
"498"	0.496144063073197	0	0	1	0	0	"bs"
